libical 3.0.8-3
libice 1.0.10-3
libid3tag 0.15.1b-11
libidn 1.36-1
libidn2 2.3.0-1
libiec61883 1.2.0-6
libieee1284 0.2.11-11
libimagequant 2.13.1-1
libimobiledevice 1.3.0-3
libindicator-gtk3 12.10.1-9
libinput 1.16.4-1
libinstpatch 1.1.5-1
libiscsi 1.19.0-2
libisoburn 1.5.2-2
libisofs 1.5.2-2
libixion 0.16.1-5
libjcat 0.1.5-1
libjpeg-turbo 2.0.6-1
libkate 0.4.1-7
libkdcraw 20.12.1-1
libkdepim 20.12.1-1
libkexiv2 20.12.1-1
libkgapi 20.12.1-2
libkipi 20.12.1-1
libkleo 20.12.1-1
libkolabxml 1.1.6-15
libkomparediff2 20.12.1-1
libksane 20.12.1-1
libksba 1.4.0-2
libkscreen 5.20.5-1
libksieve 20.12.1-1
libksysguard 5.20.5-1
liblangtag 0.6.3-2
liblastfm-qt5 1.0.9-5
libldac 2.0.2.3-1
libldap 2.4.56-1
liblo 1:0.31-1
liblouis 3.16.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libltc 1.3.1-3
libluv 1.36.0-1
libmad 0.15.1b-9
libmagick6 6.9.11.56-1
libmatroska 1.6.2-1
libmaxminddb 1.5.0-1
libmediainfo 20.08-1
libmfx 20.5.1-1
libmicrodns 0.2.0-1
libmicrohttpd 0.9.72-1
libmikmod 3.3.11.1-4
libmm-glib 1.14.8-1
libmms 0.6.4-3
libmng 2.0.3-3
libmnl 1.0.4-3
libmodplug 0.8.9.0-3
libmp4v2 4.1.3-1
libmpc 1.2.1-1
libmpcdec 1:0.1+r475-3
libmpdclient 2.19-3
libmpeg2 0.5.1-7
libmspack 1:0.10.1alpha-3
libmspub 0.1.4-9
libmtp 1.1.18-1
libmwaw 0.3.17-1
libmygpo-qt5 1.1.0-3
libmypaint 1.5.1-2
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.8-1
libnfnetlink 1.0.1-4
libnfs 4.0.0-4
libnftnl 1.1.8-1
libnghttp2 1.41.0-1
libnice 0.1.18-1
libnl 3.5.0-2
libnm 1.28.1dev+7+g3f5df3cdc6-1
libnma 1.8.30-1
libnotify 0.7.9-1
libnsl 1.3.0-1
libnumbertext 1.0.6-1
liboauth 1.0.3+14+g186fb14-2
libodfgen 0.1.7-2
libofa 0.9.3-9
libofx 0.9.15-1
libogg 1.3.4-2
libomxil-bellagio 0.9.3-3
libopenaptx 0.2.0-1
liborcus 0.16.1-5
libotf 0.9.16-3
libp11-kit 0.23.22-1
libpagemaker 0.0.4-2
libpaper 1.1.28-1
libpcap 1.10.0-1
libpciaccess 0.16-2
libpeas 1.28.0-3
libpgm 5.3.128-1
libphonenumber 8.12.14-3
libpipeline 1.5.3-1
libpipewire02 0.2.7-1
libplacebo 2.72.2-1
libplist 2.2.0-3
libpng 1.6.37-3
libproxy 0.4.17-1
libpsl 0.21.1-1
libpst 0.6.75-4
libpulse 14.1-2
libpwquality 1.4.4-3
libqaccessibilityclient 0.4.1-2
libqalculate 3.16.1-1
libqxp 0.0.2-5
libraqm 0.7.1-1
libraw 0.20.2-1
libraw1394 2.1.2-3
libreoffice-fresh 7.0.4-3
librevenge 0.0.4-3
librsvg 2:2.50.2-1
libsamplerate 0.1.9-3
libsasl 2.1.27-3
libsass 3.6.4-1
libseccomp 2.5.1-2
libsecret 0.20.4-1
libshout 1:2.4.4-1
libsidplay 1.36.59-10
libsidplayfp 2.0.2-1
libsigc++ 2.10.6-1
libsignal-protocol-c 2.3.3-1
libsigsegv 2.12-2
libslirp 4.4.0-1
libsm 1.2.3-2
libsmbios 2.4.3-3
libsndfile 1.0.28-3
libsodium 1.0.18-2
libsoup 2.72.0+5+g0b094bff-3
libsoxr 0.1.3-2
libspectre 0.2.9-2
libspeechd 0.10.2-1
libspiro 1:20200505-2
libspnav 0.2.3-3
libsrtp 1:2.3.0-1
libssh 0.9.5-1
libssh2 1.9.0-2
libstaroffice 0.0.7-1
libstemmer 0+713-2
libsynctex 2020.54586-9
libtar 1.2.20-5
libtasn1 4.16.0-1
libtermkey 0.22-2
libthai 0.1.28-2
libtheora 1.1.1-5
libtiff 4.1.0-2
libtiger 0.3.4-6
libtirpc 1.3.1-1
libtommath 1.2.0-3
libtool 2.4.6+42+gb88cebd5-14
libuninameslist 20200413-2
libunistring 0.9.10-3
libunrar 1:6.0.3-1
libunwind 1.3.1-2
libupnp 1.14.0-1
liburcu 0.11.0-2
liburing 0.7-2
libusb 1.0.24-2
libusb-compat 0.1.7-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-1
libutf8proc 2.6.1-1
libuv 1.40.0-1
libva 2.10.0-1
libvdpau 1.4-1
libvirt 1:6.5.0-3
libvisio 0.1.7-4
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvoikko 4.3-3
libvorbis 1.3.7-2
libvpx 1.9.0-1
libvterm 0.1.3.git1.65dbda-1
libwacom 1.7-1
libwebp 1.1.0-1
libwebsockets 4.1.6-1
libwmf 0.2.12-2
libwnck3 3.36.0-1
libwpd 0.10.3-2
libwpe 1.8.0-1
libwpg 0.3.3-2
libwps 0.4.12-1
libx11 1.7.0-3
libxau 1.0.9-3
libxaw 1.0.13-3
libxcb 1.14-1
libxcomposite 0.4.5-3
libxcrypt 4.4.17-1
libxcursor 1.2.0-2
libxdamage 1.1.5-3
libxdg-basedir 1.2.0-5
libxdmcp 1.1.3-3
libxext 1.3.4-3
libxfce4ui 4.16.0-1
libxfce4util 4.16.0-1
libxfixes 5.0.3-4
libxfont2 2.0.4-3
libxft 2.3.3-2
libxi 1.7.10-3
libxinerama 1.1.4-3
libxkbcommon 1.0.3-1
libxkbcommon-x11 1.0.3-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml++2.6 2.42.0-1
libxml2 2.9.10-8
libxmlb 0.2.1-1
libxmu 1.1.3-2
libxp 1.0.3-4
libxpm 3.5.13-2
libxpresent 1.0.0-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.0-2
libxshmfence 1.3-2
libxslt 1.1.34-5
libxss 1.2.3-3
libxt 1.2.0-2
libxtst 1.2.3-4
libxv 1.0.11-4
libxvmc 1.0.12-3
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libytnef 1.9.3+7+g24fe30e-2
libzen 0.4.38-2
libzip 1.7.3-1
libzmf 0.0.2-9
licenses 20200427-1
lightdm 1:1.30.0-4
lightdm-gtk-greeter 1:2.0.8-1
lighttpd 1.4.58-1
lilv 0.24.12-1
links 2.21-1
linux 5.10.7.arch1-1
linux-api-headers 5.8-1
linux-firmware 20201218.646f159-1
linux-headers 5.10.7.arch1-1
lirc 1:0.10.1-8
lld 11.0.1-1
llvm 11.0.1-1
llvm-libs 11.0.1-1
lm_sensors 3.6.0-2
lmdb 0.9.27-1
lockdev 1.0.3_1.6-6
log4cplus 2.0.5-1
logrotate 3.18.0-1
lpsolve 5.5.2.5-4
lsb-release 1.4-18
lua 5.4.2-1
lua-lpeg 1.0.2-3
lua51 5.1.5-9
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.0.5-3
luit 20201003-1
lv2 1.18.2-1
lvm2 2.02.187-3
lxappearance 0.6.3-4
lynx 2.8.9-3
lz4 1:1.9.3-1
lzlib 1.12-1
lzo 2.10-3
m17n-db 1.8.0-3
m17n-lib 1.8.0-8
m4 1.4.18-3
mailcap 2.1.49-1
mailcommon 20.12.1-1
mailimporter 20.12.1-1
make 4.3-3
mallard-ducktype 1.0.2-6
man-db 2.9.3-1
man-pages 5.10-1
marble-common 20.12.1-2
mariadb 10.5.8-1
mariadb-clients 10.5.8-1
mariadb-libs 10.5.8-1
mate-themes 3.22.21-1
mathjax 3.1.2-1
mathjax2 2.7.9-1
maven 3.6.3-1
mbedtls 2.25.0-1
mbox-importer 20.12.1-1
md4c 0.4.7-1
mdadm 4.1-2
media-player-info 24-2
mediainfo 20.08-1
meld 3.20.2-2
mercurial 5.6.1-1
mesa 20.3.2-2
mesa-demos 8.4.0-4
meson 0.56.2-1
messagelib 20.12.1-1
metis 5.1.0.p10-1
micro 2.0.8-1
milou 5.20.5-1
mingw-w64-binutils 2.35.1-1
mingw-w64-crt 8.0.0-1
mingw-w64-gcc 10.2.0-2
mingw-w64-headers 8.0.0-1
mingw-w64-winpthreads 8.0.0-1
minizip 1:1.2.11-4
mixxx 2.2.4-3
mjpegtools 2.1.0-5
mkinitcpio 29-1
mkinitcpio-busybox 1.32.1-2
mobile-broadband-provider-info 20201225-1
mozilla-common 1.4-6
mpdecimal 2.5.0-1
mpfr 4.1.0-1
mpg123 1.26.3-2
mpv 1:0.33.0-3
msgpack-c 3.3.0-2
mtdev 1.1.6-1
mtr-gtk 0.94-1
mujs 1.0.9-1
musl 1.2.1-2
mutt 2.0.4-1
mutter 3.38.3-1
mypaint-brushes 2.0.2-1
mypaint-brushes1 1.3.1-1
nano 5.4-1
nasm 2.15.05-1
ncurses 6.2-1
ndctl 71.1-1
neomutt 20201127-1
neon 0.31.2-1
neovim 0.4.4-1
neovim-qt 0.2.16.1-1
nerd-fonts-complete 2.1.0-3
net-snmp 5.9-3
net-tools 1.60.20181103git-2
netcf 0.2.8-8
netctl 1.24-1
netpbm 10.73.33-1
nettle 3.7-1
ngspice 33-1
ninja 1.10.2-1
nm-connection-editor 1.18.0-1
nnn 3.5-1
node-gyp 7.1.1-1
nodejs 15.6.0-1
notmuch 0.31-3
notmuch-runtime 0.31-3
noto-fonts 20201226-1
npm 6.14.11-1
npth 1.6-2
nspr 4.29-1
nss 3.60.1-1
nss-mdns 0.14.1-3
ntfs-3g 2017.3.23-5
ntop 5.0.1-12
ntp 4.2.8.p15-1
numactl 2.0.14-1
oath-toolkit 2.6.5-1
ocl-icd 2.2.14-1
odt2txt 0.5-4
offlineimap 7.3.3-1
okular 20.12.1-1
oniguruma 6.9.6-1
openal 1.21.0-1
openbsd-netcat 1.217_2-1
opencascade 7.5.0-3
opencl-mesa 20.3.2-2
opencollada 1:1.6.68-2
opencolorio 1.1.1-6
openconnect 1:8.10-1
opencore-amr 0.1.5-5
opencsg 1.4.2-3
opencv 4.5.1-1
openexr 2.5.4-1
openfortivpn 1.15.0-1
openimagedenoise 1.2.4-1
openimageio 2.2.10.0-1
openjpeg2 2.4.0-1
openmpi 4.0.5-2
openresolv 3.12.0-1
openscad 2019.05-9
openshadinglanguage 1.11.10.0-3
opensp 1.5.2-9
openssh 8.4p1-2
openssl 1.1.1.i-2
openssl-1.0 1.0.2.u-1
opensubdiv 3.4.3-4
openvdb 8.0.0-1
optipng 0.7.7-2
opus 1.3.1-2
opusfile 0.12-1
orc 0.4.32-1
oxygen-icons 1:5.78.0-1
p11-kit 0.23.22-1
p7zip 17.03-1
p8-platform 2.1.0.1-4
pacman 5.2.2-1
pacman-mirrorlist 20210110-1
pam 1.5.0-2
pambase 20200721.1-2
pamixer 1.4-5
pandoc 2.11.3-3
pango 1:1.48.0-1
pangomm 2.42.2-1
parted 3.3-2
pass 1.7.3-2
patch 2.7.6-8
pavucontrol 1:4.0-2
pciutils 3.7.0-1
pcre 8.44-1
pcre2 10.36-1
pcsclite 1.9.0-1
perl 5.32.0-3
perl-alien-build 2.38-1
perl-alien-libxml2 0.17-1
perl-alien-sdl 1.446-10
perl-authen-sasl 2.16-8
perl-capture-tiny 0.48-4
perl-class-inspector 1.36-3
perl-clone 0.45-2
perl-compress-bzip2 2.28-1
perl-convert-binhex 1.125-7
perl-data-validate-ip 0.27-4
perl-digest-sha1 2.13-15
perl-encode-locale 1.05-7
perl-error 0.17029-2
perl-ffi-checklib 0.27-2
perl-file-chdir 0.1011-4
perl-file-listing 6.14-1
perl-file-sharedir 1.116-4
perl-file-which 1.23-4
perl-gd 2.72-1
perl-html-parser 3.75-1
perl-html-tagset 3.20-10
perl-http-cookies 6.10-1
perl-http-daemon 6.06-2
perl-http-date 6.05-3
perl-http-message 6.27-1
perl-http-negotiate 6.01-8
perl-io-html 1.004-1
perl-io-socket-inet6 2.72-7
perl-io-socket-ssl 2.067-2
perl-io-stringy 2.113-1
perl-ipc-system-simple 1.30-2
perl-libwww 6.52-1
perl-locale-gettext 1.07-10
perl-lwp-mediatypes 6.02-8
perl-mailtools 2.21-4
perl-mime-charset 1.012.2-7
perl-mime-tools 5.509-8
perl-net-http 6.20-1
perl-net-smtp-ssl 1.04-4
perl-net-ssleay 1.88-2
perl-netaddr-ip 4.079-10
perl-parse-yapp 1.21-3
perl-path-tiny 0.114-1
perl-sdl 2.548-5
perl-socket6 0.29-5
perl-tie-simple 1.04-8
perl-timedate 2.33-2
perl-try-tiny 0.30-5
perl-unicode-linebreak 2019.001-3
perl-uri 5.05-1
perl-www-robotrules 6.02-8
perl-xml-libxml 2.0206-1
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-2
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-yaml-tiny 1.73-4
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
picom 8.2-1
pim-data-exporter 20.12.1-1
pim-sieve-editor 20.12.1-1
pimcommon 20.12.1-1
pinentry 1.1.0-5
pipewire 0.3.19-1
pixman 0.40.0-1
pkgconf 1.7.3-1
pkgfile 21-2
plasma-framework 5.78.0-1
plasma-integration 5.20.5-1
plasma-workspace 5.20.5-2
po4a 0.62-1
podman 2.2.1-1
podofo 0.9.6-3
polkit 0.118-1
polkit-qt5 0.113.0-2
polybar-git 3.5.4.r75.gad2d3652-1
poppler 21.01.0-1
poppler-data 0.4.10-1
poppler-glib 21.01.0-1
poppler-qt5 21.01.0-1
popt 1.18-1
portaudio 1:19.6.0-7
portmidi 217-9
portsmf 234-2
postgresql 13.1-3
postgresql-libs 13.1-3
potrace 1.16-2
powertop 2.13-1
ppp 2.4.7-7
prison 5.78.0-1
procps-ng 3.3.16-2
projectm 3.1.7-1
protobuf 3.12.4-3
protobuf-c 1.3.3-2
psmisc 23.3-4
ptex 2.3.2-2
pugixml 1.11.4-1
pulseaudio 14.1-2
pulseaudio-alsa 1:1.2.2-2
pulseaudio-bluetooth 14.1-2
pulseaudio-jack 14.1-2
pulsemixer 1.5.1-2
purpose 5.78.0-1
py3status 3.31-3
pybind11 2.6.1-1
python 3.9.1-1
python-anytree 2.8.0-3
python-apipkg 1.5-5
python-appdirs 1.4.4-3
python-apsw 3.34.0-1
python-asn1crypto 1.4.0-3
python-attrs 20.3.0-3
python-axolotl 0.2.3-4
python-axolotl-curve25519 0.4.1.2-6
python-babel 2.9.0-1
python-beaker 1.11.0-6
python-beautifulsoup4 4.9.3-3
python-bleach 3.2.1-3
python-bsddb 6.2.7-3
python-cachecontrol 0.12.6-3
python-cairo 1.20.0-3
python-cffi 1.14.4-1
python-chardet 3.0.4-7
python-colorama 0.4.4-3
python-contextlib2 0.6.0.post1-3
python-cryptography 3.3.1-1
python-css-parser 1.0.6-3
python-cssselect 1.1.0-6
python-dataclasses-json 0.5.2-3
python-dateutil 2.8.1-5
python-dbus 1.2.16-3
python-dbus-common 1.2.16-3
python-deepdiff 5.2.1-1
python-distlib 0.3.1-2
python-distro 1.5.0-3
python-dnspython 1:1.16.0-3
python-docutils 0.16-4
python-entrypoints 0.3-5
python-extras 1.0.0-8
python-feedparser 5.2.1-9
python-fixtures 3.0.0-10
python-future 0.18.2-5
python-fuzzywuzzy 0.18.0-3
python-gnupg 0.4.6-2
python-gobject 3.38.0-3
python-greenlet 1.0.0-1
python-html2text 2020.1.16-3
python-html5-parser 0.4.9-5
python-html5lib 1.1-5
python-idna 2.10-3
python-ifaddr 0.1.7-3
python-imagesize 1.2.0-4
python-importlib-metadata 3.3.0-1
python-iniconfig 1.1.1-1
python-iwlib 1.7.0-3
python-jedi 0.17.2-3
python-jeepney 0.6.0-4
python-jinja 2.11.2-4
python-jsonpickle 1.4.2-1
python-jsonrpc-server 0.4.0-3
python-keyring 21.8.0-1
python-language-server 0.36.2-1
python-levenshtein 0.12.0-10
python-lockfile 0.12.2-8
python-lxml 4.6.2-1
python-mako 1.1.3-3
python-markdown 3.3.3-2
python-markupsafe 1.1.1-6
python-marshmallow 3.10.0-1
python-marshmallow-enum 1.5.1-3
python-mechanize 1:0.4.5-4
python-mimeparse 1.6.0-8
python-more-itertools 8.6.0-3
python-mox3 1.1.0-3
python-mpv 0.5.2-3
python-msgpack 1.0.2-2
python-mutagen 1.45.1-3
python-mypy_extensions 0.4.3-3
python-nbxmpp 1.0.2-3
python-netifaces 0.10.9-6
python-numpy 1.19.5-1
python-ordered-set 4.0.2-3
python-packaging 20.8-2
python-parso 1:0.7.1-3
python-pbr 5.5.1-3
python-peewee 3.14.0-3
python-pep517 0.9.1-3
python-pillow 8.1.0-1
python-pip 20.2.4-1
python-pluggy 0.13.1-4
python-ply 3.11-7
python-precis_i18n 1.0.2-3
python-progress 1.5-5
python-protobuf 3.12.4-3
python-psutil 5.8.0-1
python-py 1.10.0-1
python-pyasn1 0.4.8-4
python-pychm 0.8.6-4
python-pycparser 2.20-3
python-pycryptodome 3.9.9-3
python-pydbus 0.6.0-7
python-pyenchant 3.1.1-4
python-pygments 2.7.4-1
python-pymongo 3.11.2-1
python-pynvim 0.4.2-2
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pypeg2 2.15.2-7
python-pyqt5 5.15.2-3
python-pyqt5-sip 12.8.1-3
python-pyqt5-webengine 5.15.2-1
python-pyrsistent 0.17.3-3
python-pytest 6.2.1-1
python-pytoml 0.1.21-6
python-pytz 2020.5-1
python-pyudev 0.22-5
python-qrcode 6.1-6
python-regex 2020.11.13-2
python-requests 2.25.1-1
python-resolvelib 0.5.4-1
python-retrying 1.3.3-9
python-secretstorage 3.3.0-1
python-semver 2.13.0-3
python-setuptools 1:51.1.2-1
python-sgmllib 5.2.1-9
python-six 1.15.0-3
python-snowballstemmer 2.0.0-6
python-soupsieve 2.1.0-1
python-sphinx 3.4.3-1
python-sphinx-alabaster-theme 0.7.12-6
python-sphinxcontrib-applehelp 1.0.2-3
python-sphinxcontrib-devhelp 1.0.2-3
python-sphinxcontrib-htmlhelp 1.0.3-3
python-sphinxcontrib-jsmath 1.0.1-6
python-sphinxcontrib-qthelp 1.0.3-3
python-sphinxcontrib-serializinghtml 1.1.4-3
python-stringcase 1.2.0-1
python-testtools 2.4.0-3
python-toml 0.10.2-3
python-typing_extensions 3.7.4.3-3
python-typing_inspect 0.6.0-4
python-tzlocal 2.1-3
python-ujson 4.0.1-3
python-unrardll 0.1.4-5
python-urllib3 1.26.1-1
python-webencodings 0.5.1-6
python-wxpython 4.0.7.2-5
python-xcffib 0.11.1-1
python-yaml 5.3.1-4
python-zeroconf 0.28.6-3
python-zipp 3.4.0-3
python2 2.7.18-2
python2-appdirs 1.4.4-3
python2-attrs 20.3.0-3
python2-backports 1.0-3
python2-backports.functools_lru_cache 1.6.1-2
python2-beautifulsoup4 4.9.3-3
python2-cairo 1.18.2-4
python2-chardet 3.0.4-7
python2-cssselect 1.1.0-6
python2-dateutil 2.8.1-5
python2-dbus 1.2.16-3
python2-dnspython 1.16.0-3
python2-enum34 1.1.9-1
python2-feedparser 5.2.1-9
python2-gobject2 2.28.7-6
python2-html5lib 1.1-5
python2-idna 2.10-3
python2-ipaddress 1.0.23-2
python2-lxml 4.6.2-1
python2-msgpack 0.6.2-4
python2-numpy 1.16.6-1
python2-ordered-set 3.1.1-3
python2-packaging 20.8-2
python2-pillow 6.2.1-3
python2-psutil 5.8.0-1
python2-pycryptodome 3.9.9-3
python2-pycryptodomex 3.9.9-1
python2-pygments 2.5.2-2
python2-pyparsing 2.4.7-3
python2-requests 2.25.1-1
python2-rfc6555 0.0.0-3
python2-selectors2 2.0.2-1
python2-setuptools 2:44.1.1-1
python2-simplejson 3.17.2-3
python2-six 1.15.0-3
python2-soupsieve 1.9.6-2
python2-typing 3.7.4.3-1
python2-uritemplate 3.0.1-3
python2-urllib3 1.26.1-1
python2-webencodings 0.5.1-6
python2-yaml 5.3.1-4
python38 3.8.7-1
qbs 1.18.0-1
qca 2.3.1-4
qcachegrind 20.12.1-1
qemu 5.2.0-2
qemu-arch-extra 5.2.0-2
qgpgme 1.15.1-1
qpdf 10.1.0-1
qqc2-desktop-style 5.78.0-1
qrencode 4.1.1-1
qscintilla-qt5 2.11.6-2
qt4 4.8.7-32
qt5-base 5.15.2-3
qt5-declarative 5.15.2-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-2
qt5-multimedia 5.15.2-1
qt5-networkauth 5.15.2-1
qt5-quick3d 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2-1
qt5-script 5.15.2-1
qt5-sensors 5.15.2-1
qt5-serialport 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2-1
qt5-tools 5.15.2-2
qt5-translations 5.15.2-1
qt5-wayland 5.15.2-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.2-3
qt5-webkit 5.212.0alpha4-9
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
qt5ct 1.1-1
qt5pas 2.6.r63484-2
qtav 1.13.0-1
qtcreator 4.14.0-4
qtkeychain-qt5 0.12.0-1
qtractor 0.9.19-1
quazip 1.1-1
qucs 0.0.20_rc2-2
qutebrowser 1.14.1-1
racket 7.9-2
ragel 6.10-3
ranger 1.9.3-3
raptor 2.0.15-15
rasqal 1:0.9.33-4
rav1e 0.3.5-1
re2 1:20201101-1
readline 8.1.0-2
redland 1:1.0.17-8
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.1-1
ripgrep 12.1.1-1
rlwrap 0.43-4
rofi 1.6.1-1
rpcbind 1.2.5-3
rrdtool 1.7.2-5
rsync 3.2.3-3
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rubberband 1.9-1
ruby 2.7.2-1
ruby-irb 1.3.0-1
ruby-reline 0.2.0-1
rubygems 3.1.4-1
run-parts 4.8.6.1-2
runc 1.0.0rc92-1
rust 1:1.49.0-1
rxvt-unicode 9.22-10
rxvt-unicode-terminfo 9.22-10
s-nail 14.9.20-1
samba 4.13.3-2
sane 1.0.31-3
sassc 3.6.1-2
sbc 1.5-1
scdoc 1.11.1-1
scim 1.4.18-3
scons 3.1.2-4
sddm 0.19.0-3
sdl 1.2.15-14
sdl2 2.0.14-1
sdl_gfx 2.0.26-5
sdl_image 1.2.12-7
sdl_mixer 1.2.12-8
sdl_net 1.2.8-5
sdl_pango 0.1.2-8
sdl_sound 1.0.3-8
sdl_ttf 2.0.11-6
seabios 1.14.0-1
seahorse 1:3.38.0.1-1
sed 4.8-1
semver 7.3.4-1
serd 0.30.8-1
serf 1.3.9-5
sg3_utils 1.45-1
sgml-common 0.6.3-7
shaderc 2020.3-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
signon-kwallet-extension 20.12.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3
simavr 1.6-1
skopeo 1.2.1-1
slirp4netns 1.1.8-1
slock 1.4-4
smbclient 4.13.3-2
smpeg 0.4.5-5
smplayer 21.1.0-1
snappy 1.1.8-2
sndio 1.7.0-3
socat 1.7.3.4-2
solid 5.78.0-1
sonnet 5.78.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.2-1
source-highlight 3.1.9-4
sox 14.4.2-7
spandsp 0.0.6-3
spdlog 1.8.2-1
spectacle 20.12.1-1
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.14.3-3
spirv-tools 2020.4-1
sqlcipher 4.4.2-1
sqlite 3.34.0-1
sqlitebrowser 3.12.0-1
squashfs-tools 4.4-2
squashfuse 0.1.103-3
sratom 0.6.8-1
srt 1.4.2-1
sshfs 3.7.1-1
sshpass 1.06-3
stack 2.5.1-85
startup-notification 0.12-7
stoken 0.92-4
sublime-text-dev 3.3211-1
subtitleeditor 0.54.0-5
subversion 1.14.0-4
sudo 1.9.4.p2-2
suil 0.10.10-1
suitesparse 5.8.1-1
svt-hevc 1.5.0-1
sway 1:1.5.1-1
swaybg 1.0-4
swayidle 1.6-1
swaylock 1.5-1
swi-prolog 8.2.3-1
swig 4.0.2-2
sxhkd 0.6.2-1
syncthing 1.12.1-1
syndication 5.78.0-1
syntax-highlighting 5.78.0-1
sysfsutils 2.1.0-11
systemd 247.2-1
systemd-libs 247.2-1
systemd-sysvcompat 247.2-1
t1lib 5.1.2-8
taglib 1.11.1-4
talloc 2.3.1-5
tar 1.32-3
tbb 2020.3-1
tcl 8.6.11-1
tdb 1.4.3-4
teams 1.3.00.30857-1
telepathy-glib 0.24.1-4
tepl 5.0.1-2
tevent 1:0.10.2-3
texinfo 6.7-3
texlive-bibtexextra 2020.56991-1
texlive-bin 2020.54586-9
texlive-core 2020.57066-1
texlive-fontsextra 2020.57042-1
texlive-formatsextra 2020.56699-1
texlive-games 2020.56833-1
texlive-humanities 2020.57034-1
texlive-latexextra 2020.57067-1
texlive-music 2020.56473-1
texlive-pictures 2020.57065-1
texlive-pstricks 2020.56758-1
texlive-publishers 2020.57058-1
texlive-science 2020.57068-1
the_silver_searcher 2.2.0-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.78.0-1
tidy 5.7.16-2
tig 2.5.1-1
tinyxml 2.6.2-7
tinyxml2 7.1.0-1
tk 8.6.11-1
tmux 3.1_c-1
tpm2-tss 3.0.3-1
traceroute 2.1.0-5
tracker3 3.0.3-1
transmission-cli 3.00-2
transmission-gtk 3.00-2
tre 0.8.0-6
tree 1.8.0-2
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-2
ttf-droid 20121017-8
ttf-fira-code 5.2-1
ttf-font-awesome 5.15.2-1
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-2
ttf-liberation 2.1.2-1
ttf-ms-fonts 2.0-12
ttf-roboto 2.138-4
ttf-roboto-mono 3.000-1
ttf-ubuntu-font-family 0.83-6
tuxguitar-common 1.5.4-1
tuxguitar-gtk2 1.5.4-1
twolame 0.4.0-2
tzdata 2020f-1
uchardet 0.0.7-1
udisks2 2.9.1-1
unibilium 2.1.0-2
unison 2.51.2-10
unixodbc 2.3.9-1
unrar 1:6.0.3-1
unzip 6.0-14
upower 0.99.11-3
usbmuxd 1.1.1-1
usbredir 0.8.0-2
usbutils 013-1
util-linux 2.36.1-4
util-linux-libs 2.36.1-4
v4l-utils 1.20.0-1
vagrant 2.2.14-1
vala 0.50.3-1
vamp-plugin-sdk 2.10.0-1
vde2 2.3.2-16
vi 1:070224-4
vid.stab 1.1-3
vifm 0.11-1
vim-runtime 8.2.2347-1
virglrenderer 0.8.2-1
virtualgl 2.6.4-1
vis 0.7-1
vlc 3.0.11.1-6
vmaf 1.5.3-1
volume_key 0.3.12-5
vpnc 1:0.5.3.r468.r81-2
vte-common 0.62.2-1
vte3 0.62.2-1
vtk 8.2.0-17
vulkan-icd-loader 1.2.166-1
w3m 0.5.3.git20200507-2
wavpack 5.3.0-2
waybar 0.9.5-2
wayland 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.30.4-3
webrtc-audio-processing 0.3.1-2
wget 1.21.1-1
which 2.21-5
wildmidi 0.4.3-3
wireless_tools 30.pre9-3
wireshark-cli 3.4.2-1
wireshark-qt 3.4.2-1
wlroots 0.12.0-1
wmname 0.1-5
woeusb 3.3.1-4
woff2 1.0.2-3
wofi 1.2.3-1
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.8.0-1
wxgtk-common 3.0.5.1-2
wxgtk2 3.0.5.1-2
wxgtk3 3.0.5.1-2
x11vnc 1:0.9.16-4
x264 3:0.160.r3011.cde9a93-1
x265 3.4-1
xapian-core 1:1.4.17-2
